ID,Rating,Tomatometer,Weighted_Score,Audience_Score,Awards,Nominations
10724,PG,38,39,42,NULL,NULL
10725,R,76,66,47,NULL,NULL
10729,R,84,79,71,NULL,NULL
10731,TV14,83,69,42,NULL,NULL
10733,PG-13,29,34,45,NULL,NULL
10734,PG,97,92,85,NULL,NULL
10735,PG,36,44,62,NULL,NULL
10743,R,69,69,70,NULL,NULL
10756,PG,14,19,31,NULL,NULL
10758,PG-13,89,84,74,NULL,NULL
10760,PG-13,35,46,70,NULL,NULL
10761,PG-13,16,29,55,NULL,NULL
10762,PG-13,14,31,68,NULL,NULL
10763,R,57,44,20,NULL,NULL
10764,PG-13,64,62,58,NULL,NULL
10765,R,83,75,60,NULL,NULL
10766,R,46,47,49,NULL,NULL
10771,PG-13,21,24,30,NULL,NULL
10776,PG-13,90,86,79,NULL,NULL
10779,R,67,68,71,NULL,NULL
10780,PG-13,23,33,54,NULL,NULL
10781,R,15,27,53,NULL,NULL
10782,R,21,35,63,NULL,NULL
10790,,50,56,69,NULL,NULL
10802,NC-17,23,27,37,NULL,NULL
10804,PG,23,24,27,NULL,NULL
10808,PG,42,36,26,NULL,NULL
10822,,38,38,38,NULL,NULL
10823,R,11,20,38,NULL,NULL
10830,PG,91,85,73,NULL,NULL
10831,R,97,93,86,NULL,NULL
10833,PG-13,54,53,51,NULL,NULL
10839,R,68,74,87,NULL,NULL
10843,R,91,89,87,NULL,NULL
10849,PG,93,91,88,NULL,NULL
10851,R,15,28,56,NULL,NULL
10858,R,75,74,74,NULL,NULL
10859,R,89,78,56,NULL,NULL
10860,PG,66,73,89,NULL,NULL
10861,R,32,32,34,NULL,NULL
10862,PG-13,53,45,32,NULL,NULL
10865,PG,49,50,54,NULL,NULL
10871,R,31,36,46,NULL,NULL
10872,R,73,73,73,NULL,NULL
10873,R,81,78,74,NULL,NULL
10874,G,71,73,77,NULL,NULL
10875,R,97,87,70,NULL,NULL
10876,R,75,77,83,NULL,NULL
10877,R,33,37,45,NULL,NULL
10878,PG-13,19,29,51,NULL,NULL
10879,PG,22,25,33,NULL,NULL
10890,R,88,85,79,NULL,NULL
10894,R,70,71,75,NULL,NULL
10900,R,55,51,43,NULL,NULL
10905,PG,47,44,40,NULL,NULL
10906,R,21,24,31,NULL,NULL
10909,R,58,60,64,NULL,NULL
10918,R,50,55,66,NULL,NULL
10922,R,42,44,48,NULL,NULL
10923,PG,14,19,31,NULL,NULL
10925,R,91,87,79,NULL,NULL
10929,PG-13,64,59,51,NULL,NULL
10934,PG-13,62,67,78,NULL,NULL
10935,R,59,56,53,NULL,NULL
10937,R,76,78,82,NULL,NULL
10944,R,34,34,34,NULL,NULL
10945,R,27,37,58,NULL,NULL
10946,G,86,84,82,NULL,NULL
10948,G,20,28,45,NULL,NULL
10950,PG-13,36,52,86,NULL,NULL
10952,R,78,78,80,NULL,NULL
10956,,10,13,21,NULL,NULL
10957,PG,55,52,48,NULL,NULL
10972,R,66,65,63,NULL,NULL
10982,PG,46,49,56,NULL,NULL
10984,R,11,18,33,NULL,NULL
10985,PG-13,7,22,54,NULL,NULL
10987,R,8,17,37,NULL,NULL
10988,R,23,27,35,NULL,NULL
10992,PG,19,30,53,NULL,NULL
10996,PG,81,67,41,NULL,NULL
10998,R,74,73,72,NULL,NULL
10999,R,67,67,68,NULL,NULL
11000,R,83,82,81,NULL,NULL
11001,PG-13,36,45,64,NULL,NULL
11003,PG-13,72,74,80,NULL,NULL
11006,PG,17,17,17,NULL,NULL
11007,PG,37,35,33,NULL,NULL
11009,R,83,79,71,NULL,NULL
11013,R,78,79,82,NULL,NULL
11015,R,37,36,34,NULL,NULL
11017,PG-13,41,53,79,NULL,NULL
11018,R,56,54,52,NULL,NULL
11022,R,83,81,79,NULL,NULL
11024,PG,22,28,40,NULL,NULL
11025,PG,11,23,47,NULL,NULL
11026,R,10,15,27,NULL,NULL
11027,R,79,72,58,NULL,NULL
11031,R,95,94,92,NULL,NULL
11033,R,82,79,74,NULL,NULL
11036,R,67,66,66,NULL,NULL
11037,PG-13,20,32,57,NULL,NULL
11038,R,39,42,48,NULL,NULL
11045,,100,90,73,NULL,NULL
11050,PG,81,81,83,5,11
11051,R,82,82,84,NULL,NULL
11052,PG,5,19,49,NULL,NULL
11054,PG,92,89,84,NULL,NULL
11056,PG-13,4,12,31,NULL,NULL
11058,PG-13,4,9,20,NULL,NULL
11059,R,3,5,10,NULL,NULL
11060,R,79,72,59,NULL,NULL
11064,PG,35,42,56,NULL,NULL
11066,R,48,51,59,NULL,NULL
11067,PG,5,18,45,NULL,NULL
11076,PG,88,81,69,NULL,NULL
11077,PG-13,7,18,42,NULL,NULL
11081,R,22,32,54,NULL,NULL
11086,PG,42,48,60,NULL,NULL
11087,R,66,64,61,NULL,NULL
11088,R,29,33,41,NULL,NULL
11091,PG-13,49,54,66,NULL,NULL
11092,R,86,79,67,NULL,NULL
11093,R,74,77,83,NULL,NULL
11096,R,13,17,27,NULL,NULL
11107,,58,56,52,NULL,NULL
11109,R,92,89,84,NULL,NULL
11112,PG-13,28,36,53,NULL,NULL
11120,PG,74,69,61,NULL,NULL
11121,PG,81,80,78,NULL,NULL
11128,PG-13,41,54,81,NULL,NULL
11129,R,59,69,89,NULL,NULL
11130,G,26,37,59,NULL,NULL
11132,PG,14,21,35,NULL,NULL
11133,PG-13,20,25,35,NULL,NULL
11135,G,71,70,68,NULL,NULL
11141,PG-13,18,27,47,NULL,NULL
11153,R,93,90,85,NULL,NULL
11157,PG-13,43,44,48,NULL,NULL
11158,PG,40,34,24,NULL,NULL
11169,R,65,63,62,NULL,NULL
11170,PG,49,59,79,NULL,NULL
11172,PG-13,63,64,68,NULL,NULL
11176,G,88,88,88,NULL,NULL
11177,PG-13,93,89,83,1,1
11184,R,90,85,75,NULL,NULL
11185,R,27,42,72,NULL,NULL
11186,R,40,43,51,NULL,NULL
11187,R,21,26,38,NULL,NULL
11191,R,78,70,54,NULL,NULL
11208,PG-13,27,44,79,NULL,NULL
11212,PG,19,30,52,NULL,NULL
11215,PG,67,65,62,NULL,NULL
11217,R,29,34,44,NULL,NULL
11228,,91,82,64,NULL,NULL
11231,PG,7,12,24,NULL,NULL
11232,R,46,47,51,NULL,NULL
11240,R,98,90,74,NULL,NULL
11244,PG,25,28,36,NULL,NULL
11247,PG,12,25,53,NULL,NULL
11249,R,34,36,42,NULL,NULL
11252,R,40,36,28,NULL,NULL
11253,PG-13,86,81,71,NULL,NULL
11258,R,31,31,34,NULL,NULL
11259,PG-13,50,53,62,NULL,NULL
11260,PG,20,25,35,NULL,NULL
11281,R,23,30,44,NULL,NULL
11282,PG-13,31,34,41,NULL,NULL
11283,PG,75,68,55,NULL,NULL
11284,R,23,26,32,NULL,NULL
11285,PG,31,31,34,NULL,NULL
11286,PG,29,39,61,NULL,NULL
11287,PG,81,82,84,NULL,NULL
11296,R,80,81,84,NULL,NULL
11298,R,17,17,19,NULL,NULL
11305,R,89,88,87,NULL,NULL
11306,R,56,50,41,NULL,NULL
11307,R,71,73,78,NULL,NULL
11309,R,46,48,52,NULL,NULL
11310,PG-13,15,20,31,NULL,NULL
11313,PG-13,49,54,64,NULL,NULL
11319,G,71,70,68,NULL,NULL
11321,PG-13,27,43,75,NULL,NULL
11322,R,68,65,59,NULL,NULL
11323,,25,29,39,NULL,NULL
11324,R,68,71,77,NULL,NULL
11327,R,93,91,89,2,6
11329,PG-13,73,73,75,NULL,NULL
11335,PG,58,51,39,NULL,NULL
11336,R,88,84,77,NULL,NULL
11337,PG,68,71,78,NULL,NULL
11338,R,40,43,49,NULL,NULL
11342,R,53,51,48,NULL,NULL
11345,R,27,30,38,NULL,NULL
11347,R,69,61,47,NULL,NULL
11351,R,24,28,37,NULL,NULL
11352,PG,67,64,60,NULL,NULL
11353,PG-13,81,74,61,NULL,NULL
11354,R,74,70,63,NULL,NULL
11355,PG-13,55,59,69,NULL,NULL
11357,R,35,41,53,NULL,NULL
11358,PG-13,26,37,59,NULL,NULL
11361,R,11,19,36,NULL,NULL
11362,PG-13,73,78,88,NULL,NULL
11363,R,62,54,41,NULL,NULL
11364,PG-13,44,50,63,NULL,NULL
11368,R,93,91,88,NULL,NULL
11370,PG-13,11,18,33,NULL,NULL
11371,,56,53,50,NULL,NULL
11375,PG-13,30,29,27,NULL,NULL
11377,R,31,34,42,NULL,NULL
11380,R,25,29,40,NULL,NULL
11384,R,74,67,53,NULL,NULL
11386,R,94,88,78,1,6
11395,G,17,24,39,NULL,NULL
11397,R,31,39,55,NULL,NULL
11398,R,16,22,35,NULL,NULL
11400,PG-13,63,61,58,NULL,NULL
11411,PG,10,12,16,NULL,NULL
11412,R,68,68,70,NULL,NULL
11418,PG-13,34,39,49,NULL,NULL
11419,PG,15,27,51,NULL,NULL
11428,R,29,29,31,NULL,NULL
11431,PG-13,65,63,60,NULL,NULL
11439,PG-13,84,79,70,NULL,NULL
11442,R,10,14,25,NULL,NULL
11443,R,49,58,78,NULL,NULL
11446,R,93,90,86,NULL,NULL
11448,R,78,76,73,1,2
11450,PG-13,97,93,87,NULL,NULL
11451,G,41,40,39,NULL,NULL
11452,R,7,17,38,NULL,NULL
11453,R,9,17,33,NULL,NULL
11454,R,93,87,77,NULL,NULL
11456,PG-13,23,27,37,NULL,NULL
11458,R,44,39,31,NULL,NULL
11459,,40,41,45,NULL,NULL
11460,PG-13,79,74,64,NULL,NULL
11467,PG-13,32,34,40,NULL,NULL
11468,R,63,69,82,NULL,NULL
11469,PG-13,15,21,34,NULL,NULL
11470,R,19,21,25,NULL,NULL
11474,PG-13,44,38,26,NULL,NULL
11478,PG-13,9,20,43,NULL,NULL
11483,,100,86,60,NULL,NULL
11495,R,10,22,47,NULL,NULL
11497,G,20,26,39,NULL,NULL
11499,R,93,91,88,NULL,NULL
11503,R,64,61,57,NULL,NULL
11504,PG,15,21,33,NULL,NULL
11507,R,78,73,65,NULL,NULL
11509,PG-13,78,78,80,NULL,NULL
11511,PG,5,10,20,NULL,NULL
11515,R,30,39,57,NULL,NULL
11517,R,22,24,29,NULL,NULL
11519,PG,40,42,48,NULL,NULL
11520,PG-13,64,67,74,NULL,NULL
11521,PG,73,70,66,NULL,NULL
11522,PG-13,74,76,81,NULL,NULL
11523,PG-13,14,20,34,NULL,NULL
11524,R,79,79,81,NULL,NULL
11525,PG-13,10,10,12,NULL,NULL
11527,PG,72,74,80,NULL,NULL
11528,PG,40,40,41,NULL,NULL
11529,PG-13,38,51,78,NULL,NULL
11531,R,14,15,18,NULL,NULL
11535,PG-13,3,6,14,NULL,NULL
11541,PG,88,84,77,NULL,NULL
11542,R,85,80,71,NULL,NULL
11543,PG-13,49,55,69,NULL,NULL
11544,PG,40,45,56,NULL,NULL
11545,R,90,90,91,NULL,NULL
11548,PG,67,66,64,NULL,NULL
11551,PG-13,48,47,45,NULL,NULL
11559,R,29,40,64,NULL,NULL
11560,PG-13,30,36,50,NULL,NULL
11562,PG-13,92,91,91,NULL,NULL
11565,PG-13,5,22,58,NULL,NULL
11566,PG-13,95,87,72,NULL,NULL
11568,PG-13,46,43,37,NULL,NULL
11569,R,40,38,35,NULL,NULL
11584,PG,88,79,63,NULL,NULL
11586,R,10,11,13,NULL,NULL
11587,R,57,56,56,NULL,NULL
11588,R,43,43,43,NULL,NULL
11592,R,63,66,72,NULL,NULL
11595,R,20,25,35,NULL,NULL
11596,R,79,74,66,NULL,NULL
11600,R,45,45,45,NULL,NULL
11601,R,67,68,70,NULL,NULL
11607,R,15,18,26,NULL,NULL
11615,R,19,39,81,NULL,NULL
11619,PG,73,70,65,NULL,NULL
11622,PG-13,58,57,56,NULL,NULL
11631,PG-13,79,74,66,NULL,NULL
11632,PG-13,51,50,50,NULL,NULL
11635,R,60,68,86,NULL,NULL
11637,PG,12,23,45,NULL,NULL
11638,PG-13,41,43,49,NULL,NULL
11639,PG,77,78,81,NULL,NULL
11644,R,87,85,81,NULL,NULL
11646,PG,91,88,83,NULL,NULL
11648,PG-13,37,41,50,NULL,NULL
11649,PG,22,28,41,NULL,NULL
11660,R,82,83,85,NULL,NULL
11663,R,90,90,90,NULL,NULL
11665,PG-13,51,56,67,NULL,NULL
11667,PG-13,3,8,18,NULL,NULL
11671,R,75,70,61,NULL,NULL
11674,G,67,58,42,NULL,NULL
11675,R,54,52,49,NULL,NULL
11676,R,31,43,68,NULL,NULL
11678,PG-13,48,45,41,NULL,NULL
11679,PG-13,17,22,32,NULL,NULL
11683,R,74,66,52,NULL,NULL
11688,G,86,85,84,NULL,NULL
11690,R,46,55,74,NULL,NULL
11692,PG-13,5,9,19,NULL,NULL
11699,R,86,76,57,NULL,NULL
11702,R,37,40,47,NULL,NULL
11703,R,86,84,81,1,4
11704,G,93,90,85,NULL,NULL
11774,PG,72,69,63,NULL,NULL
11775,PG-13,75,66,48,NULL,NULL
11777,PG,43,44,47,NULL,NULL
11778,R,86,87,91,5,9
11780,R,73,73,75,NULL,NULL
11797,R,72,67,59,NULL,NULL
11798,,93,92,90,NULL,NULL
11804,R,63,52,31,NULL,NULL
11808,PG-13,30,37,53,NULL,NULL
11811,R,27,28,32,NULL,NULL
11812,R,26,39,65,NULL,NULL
11814,PG-13,56,60,69,NULL,NULL
11816,PG,93,91,87,3,10
11817,PG-13,23,28,38,NULL,NULL
11821,PG-13,68,61,50,NULL,NULL
11823,PG-13,61,59,57,NULL,NULL
11824,,32,44,69,NULL,NULL
11827,R,83,84,86,NULL,NULL
11831,R,78,78,79,NULL,NULL
11835,R,20,33,60,NULL,NULL
11836,PG,68,71,78,NULL,NULL
11837,PG,79,81,86,NULL,NULL
11846,PG-13,80,70,52,NULL,NULL
11849,PG-13,90,91,93,NULL,NULL
11850,PG,92,88,82,NULL,NULL
11856,R,13,20,34,NULL,NULL
11858,PG-13,12,25,53,NULL,NULL
11859,PG-13,79,74,65,NULL,NULL
11860,PG,63,63,64,NULL,NULL
11861,PG-13,63,63,63,NULL,NULL
11863,R,13,18,28,NULL,NULL
11864,PG-13,59,61,68,NULL,NULL
11866,PG-13,30,33,40,NULL,NULL
11870,PG,45,44,44,NULL,NULL
11873,R,88,83,73,1,4
11880,R,81,80,79,NULL,NULL
11884,PG,76,74,70,NULL,NULL
11887,G,64,66,72,NULL,NULL
11888,PG,25,29,40,NULL,NULL
11889,PG-13,98,92,80,NULL,NULL
11890,PG,12,29,63,NULL,NULL
11892,R,30,36,49,NULL,NULL
11893,R,83,80,76,NULL,NULL
11896,PG-13,64,60,54,NULL,NULL
11899,G,84,81,76,NULL,NULL
11905,R,85,81,73,NULL,NULL
11908,R,56,52,45,NULL,NULL
11917,R,13,26,52,NULL,NULL
11918,PG-13,16,21,32,NULL,NULL
11928,R,71,70,70,NULL,NULL
11932,R,47,47,49,NULL,NULL
11933,PG-13,12,24,48,NULL,NULL
11934,PG,60,66,79,NULL,NULL
11935,PG,64,62,58,NULL,NULL
11940,G,56,55,55,NULL,NULL
11954,R,58,54,46,NULL,NULL
11959,PG-13,61,66,77,NULL,NULL
11962,PG-13,19,26,42,NULL,NULL
11966,PG,38,43,54,NULL,NULL
11967,PG-13,28,40,66,NULL,NULL
11968,,17,17,18,NULL,NULL
11969,R,72,79,94,NULL,NULL
11970,PG-13,58,54,48,NULL,NULL
11971,PG-13,87,83,77,NULL,NULL
11973,PG-13,83,82,80,NULL,NULL
11974,PG,53,58,71,NULL,NULL
11975,,80,74,63,NULL,NULL
11976,R,61,60,59,NULL,NULL
11977,R,72,77,87,NULL,NULL
11978,R,42,55,81,NULL,NULL
11979,R,17,33,66,NULL,NULL
11980,R,17,25,41,NULL,NULL
12088,R,20,39,79,NULL,NULL
12090,PG-13,20,29,47,NULL,NULL
12094,R,65,70,80,NULL,NULL
12095,R,9,12,20,NULL,NULL
12096,PG,13,22,42,NULL,NULL
12100,R,33,38,50,NULL,NULL
12102,PG,89,89,89,5,9
12103,R,24,32,49,NULL,NULL
12104,R,72,77,89,NULL,NULL
12106,R,58,56,53,NULL,NULL
12107,PG-13,27,29,33,NULL,NULL
12109,R,76,80,88,NULL,NULL
12110,PG-13,11,23,49,NULL,NULL
12113,R,55,57,62,NULL,NULL
12117,,80,76,69,NULL,NULL
12118,PG,40,39,39,NULL,NULL
12120,PG-13,20,23,30,NULL,NULL
12122,R,30,29,27,NULL,NULL
12123,PG-13,18,21,27,NULL,NULL
12133,R,55,59,69,NULL,NULL
12138,R,14,24,46,NULL,NULL
12139,PG,27,30,38,NULL,NULL
12142,R,1,4,11,NULL,NULL
12143,R,86,76,57,NULL,NULL
12145,PG-13,53,54,58,NULL,NULL
12149,R,75,76,78,NULL,NULL
12150,R,75,72,66,NULL,NULL
12151,R,93,86,72,NULL,NULL
12153,PG-13,15,28,55,NULL,NULL
12154,PG,67,60,47,NULL,NULL
12155,PG,51,52,55,2,3
12157,,40,54,83,NULL,NULL
12158,R,12,18,31,NULL,NULL
12159,PG-13,52,62,84,1,2
12160,PG-13,31,41,61,NULL,NULL
12162,R,97,92,84,NULL,NULL
12163,R,98,94,88,NULL,NULL
12165,R,38,44,56,NULL,NULL
12177,PG-13,13,19,33,NULL,NULL
12180,PG,18,25,40,NULL,NULL
12182,PG-13,75,71,65,NULL,NULL
12184,PG-13,43,49,62,NULL,NULL
12185,PG,87,80,68,1,9
12193,PG-13,25,32,47,NULL,NULL
12201,R,55,53,49,NULL,NULL
12211,R,11,20,38,NULL,NULL
12212,R,9,12,20,NULL,NULL
12220,R,26,36,58,NULL,NULL
12222,G,80,77,73,NULL,NULL
12227,,80,78,75,NULL,NULL
12228,NC-17,82,77,67,NULL,NULL
12229,,45,53,69,NULL,NULL
12233,G,90,87,81,"5 (1)",11
12235,R,81,73,59,NULL,NULL
12238,R,33,35,40,NULL,NULL
12241,R,9,25,58,NULL,NULL
12244,PG-13,58,57,56,NULL,NULL
12251,R,16,27,51,NULL,NULL
12253,PG-13,22,32,54,NULL,NULL
12257,PG-13,31,31,34,NULL,NULL
12262,R,12,21,40,NULL,NULL
12277,PG-13,78,73,64,NULL,NULL
12278,PG-13,13,20,34,NULL,NULL
12279,PG,45,38,25,NULL,NULL
12280,PG-13,98,96,93,NULL,NULL
12281,R,89,86,82,NULL,NULL
12309,R,54,54,56,NULL,NULL
12312,PG,21,23,27,NULL,NULL
12403,R,62,58,52,NULL,NULL
12404,PG-13,85,77,61,NULL,NULL
12405,R,91,90,90,8,10
12412,R,33,39,51,NULL,NULL
12435,PG-13,34,39,51,NULL,NULL
12437,R,29,40,63,NULL,NULL
12444,PG-13,77,79,85,NULL,NULL
12445,PG-13,96,93,89,NULL,NULL
12473,,19,18,18,NULL,NULL
12476,PG,95,85,67,NULL,NULL
12488,R,59,47,26,NULL,NULL
12498,R,97,95,92,1,2
12499,,80,74,62,NULL,NULL
12502,R,76,76,78,NULL,NULL
12506,PG,74,78,88,NULL,NULL
12508,R,53,54,59,NULL,NULL
12509,R,80,78,74,1,2
12518,PG-13,64,54,36,NULL,NULL
12521,R,26,28,32,NULL,NULL
12526,R,61,52,34,NULL,NULL
12535,PG,73,71,67,NULL,NULL
12556,PG-13,28,31,40,NULL,NULL
12568,PG-13,62,58,52,NULL,NULL
12569,R,62,53,38,NULL,NULL
12572,R,37,37,37,NULL,NULL
12573,R,89,82,68,NULL,NULL
12574,PG,13,20,34,NULL,NULL
12589,G,74,67,53,NULL,NULL
12596,R,48,46,42,NULL,NULL
12610,PG,56,51,42,NULL,NULL
12611,,100,92,78,NULL,NULL
12614,PG,97,93,86,1,7
12616,R,34,35,39,NULL,NULL
12618,R,15,18,24,NULL,NULL
12620,PG-13,43,45,50,NULL,NULL
12621,R,62,59,56,NULL,NULL
12626,R,98,91,79,NULL,NULL
12628,,69,69,70,NULL,NULL
12633,R,71,61,42,NULL,NULL
12634,PG-13,15,18,24,NULL,NULL
12637,PG,56,56,58,NULL,NULL
12645,R,38,40,46,NULL,NULL
12647,R,36,33,28,NULL,NULL
12657,R,18,29,51,NULL,NULL
12658,PG-13,42,46,56,NULL,NULL
12662,R,59,50,34,NULL,NULL
12663,R,17,23,36,NULL,NULL
12690,R,76,69,55,NULL,NULL
12700,R,29,27,25,NULL,NULL
12701,PG,67,72,82,NULL,NULL
12703,,47,46,46,NULL,NULL
12704,PG-13,40,39,39,NULL,NULL
12705,PG,29,33,43,NULL,NULL
12707,PG,9,17,33,NULL,NULL
12714,PG-13,41,44,52,NULL,NULL
12762,PG,100,94,84,NULL,NULL
12763,PG-13,44,55,77,NULL,NULL
12770,PG-13,9,19,39,NULL,NULL
12771,PG-13,4,11,26,NULL,NULL
12779,R,5,12,28,NULL,NULL
12783,PG-13,62,63,67,1,2
12795,,50,53,61,NULL,NULL
12797,,97,85,62,NULL,NULL
12819,PG,19,26,41,NULL,NULL
12834,R,61,57,49,NULL,NULL
12837,PG-13,59,65,78,NULL,NULL
12890,R,50,46,39,NULL,NULL
12901,,96,95,94,NULL,NULL
12919,PG-13,50,57,74,NULL,NULL
13018,,53,44,29,NULL,NULL
13022,R,64,55,39,NULL,NULL
13025,R,61,54,41,NULL,NULL
13027,PG-13,26,38,62,NULL,NULL
13051,PG-13,15,19,29,NULL,NULL
13053,PG,90,84,74,NULL,NULL
13056,R,29,33,42,NULL,NULL
13059,PG-13,61,53,38,NULL,NULL
13064,PG,27,38,60,NULL,NULL
13067,PG-13,44,46,52,NULL,NULL
13072,R,45,47,51,NULL,NULL
13075,R,75,69,57,NULL,NULL
13090,R,75,71,63,NULL,NULL
13092,R,36,38,42,NULL,NULL
13121,R,80,68,45,NULL,NULL
13122,R,70,66,60,NULL,NULL
13132,R,71,73,78,NULL,NULL
13150,R,35,39,49,NULL,NULL
13153,R,45,48,55,NULL,NULL
13154,R,33,39,51,NULL,NULL
13155,PG,56,60,71,NULL,NULL
13158,R,48,54,68,NULL,NULL
13159,R,19,30,52,NULL,NULL
13166,R,11,25,56,NULL,NULL
13173,PG-13,32,32,32,NULL,NULL
13177,R,56,58,64,NULL,NULL
13183,R,65,67,71,NULL,NULL
13184,R,9,14,26,NULL,NULL
13191,R,29,32,38,NULL,NULL
13192,R,41,41,42,NULL,NULL
13193,PG-13,61,66,78,NULL,NULL
13197,R,19,30,52,NULL,NULL
13207,R,25,31,46,NULL,NULL
13223,R,81,84,90,NULL,NULL
13225,G,67,66,64,NULL,NULL
13243,R,20,28,44,NULL,NULL
13249,R,55,54,53,NULL,NULL
13251,R,53,44,28,NULL,NULL
13252,R,17,24,40,NULL,NULL
13256,R,18,20,24,NULL,NULL
13257,PG-13,14,20,32,NULL,NULL
13258,PG-13,74,76,80,NULL,NULL
13275,PG-13,10,26,60,NULL,NULL
13279,PG-13,44,42,39,NULL,NULL
13291,PG-13,64,64,64,NULL,NULL
13335,PG-13,31,34,41,NULL,NULL
13339,PG-13,57,62,73,NULL,NULL
13341,PG-13,48,47,46,NULL,NULL
13342,R,78,78,80,NULL,NULL
13346,PG-13,73,72,70,NULL,NULL
13359,PG,11,29,68,NULL,NULL
13362,R,100,96,90,1,1
13369,R,21,34,62,NULL,NULL
13370,PG-13,87,83,75,NULL,NULL
13374,G,52,54,58,NULL,NULL
13387,PG-13,40,42,48,NULL,NULL
13389,R,18,24,37,NULL,NULL
13408,R,8,26,64,NULL,NULL
13411,PG-13,31,38,54,NULL,NULL
13416,PG-13,82,83,85,NULL,NULL
13433,R,68,68,70,NULL,NULL
13435,PG-13,78,80,86,NULL,NULL
13447,PG,71,66,58,NULL,NULL
13455,,100,94,83,NULL,NULL
13460,R,51,48,44,NULL,NULL
13466,PG,91,90,88,NULL,NULL
13474,R,34,34,36,NULL,NULL
13475,PG-13,86,84,80,NULL,NULL
13476,PG-13,55,52,47,NULL,NULL
13477,PG-13,17,25,41,NULL,NULL
13483,,24,25,27,NULL,NULL
13484,R,54,51,46,NULL,NULL
13490,PG-13,23,36,63,NULL,NULL
13493,G,12,24,50,NULL,NULL
13496,PG-13,14,31,67,NULL,NULL
13497,PG-13,82,78,70,NULL,NULL
13498,PG-13,9,21,46,NULL,NULL
13499,PG,6,21,51,NULL,NULL
13501,R,30,31,33,NULL,NULL
13508,PG,89,87,84,NULL,NULL
13509,PG-13,56,63,78,NULL,NULL
13510,R,80,75,66,NULL,NULL
13515,R,14,24,44,NULL,NULL
13523,R,45,49,58,NULL,NULL
13526,R,34,35,38,NULL,NULL
13536,R,48,45,40,NULL,NULL
13537,PG-13,92,87,79,NULL,NULL
13539,PG-13,17,31,60,NULL,NULL
13550,R,83,81,79,NULL,NULL
13552,R,51,54,62,NULL,NULL
13554,PG,87,84,80,NULL,NULL
13567,R,13,18,30,NULL,NULL
13571,R,41,42,45,NULL,NULL
13572,R,2,11,31,NULL,NULL
13576,PG,81,81,82,NULL,NULL
13579,PG,41,47,61,NULL,NULL
13596,R,14,24,46,NULL,NULL
13597,PG,75,78,86,NULL,NULL
13600,PG,54,51,46,NULL,NULL
13665,PG-13,26,32,44,NULL,NULL
13668,PG-13,22,33,55,NULL,NULL
13680,PG,29,42,69,NULL,NULL
13682,G,80,76,68,NULL,NULL
13685,R,85,83,79,NULL,NULL
13691,G,70,67,63,NULL,NULL
13698,PG-13,33,37,46,NULL,NULL
13700,PG,52,44,29,NULL,NULL
13702,NC-17,53,52,51,NULL,NULL
13703,R,50,54,63,NULL,NULL
13715,R,86,83,79,NULL,NULL
13751,PG,85,83,81,NULL,NULL
13763,R,70,72,78,1,1
13764,PG,20,35,67,NULL,NULL
13766,PG,46,47,50,NULL,NULL
13767,G,17,24,39,NULL,NULL
13768,PG,60,63,70,NULL,NULL
13776,R,91,86,77,NULL,NULL
13788,PG-13,9,16,30,NULL,NULL
13803,,96,83,57,NULL,NULL
13804,PG-13,56,65,85,NULL,NULL
13805,PG-13,1,7,21,NULL,NULL
13809,R,60,63,71,NULL,NULL
13811,PG-13,34,36,42,NULL,NULL
13812,R,55,51,44,NULL,NULL
13813,R,59,63,72,NULL,NULL
13815,R,82,81,81,NULL,NULL
13818,R,45,45,46,NULL,NULL
13820,R,98,91,78,NULL,NULL
13823,PG-13,39,55,87,NULL,NULL
13824,PG-13,32,41,59,NULL,NULL
13825,PG-13,60,55,45,NULL,NULL
13836,PG,42,42,44,NULL,NULL
13848,PG-13,52,62,83,NULL,NULL
13853,R,10,22,47,NULL,NULL
13856,R,58,59,63,NULL,NULL
13885,R,86,84,81,1,3
13891,R,81,78,74,NULL,NULL
13908,PG,1,12,35,NULL,NULL
13910,PG,42,36,26,NULL,NULL
13919,R,37,49,75,NULL,NULL
13920,PG,35,49,79,NULL,NULL
13922,R,38,48,70,NULL,NULL
13937,R,62,54,40,NULL,NULL
13938,PG-13,59,68,86,NULL,NULL
13944,PG-13,30,41,63,NULL,NULL
13945,R,67,59,45,NULL,NULL
13948,PG-13,12,24,48,NULL,NULL
13950,R,31,46,77,NULL,NULL
13956,G,20,21,25,NULL,NULL
13960,PG-13,62,70,86,NULL,NULL
13967,PG,68,68,68,NULL,NULL
13971,PG-13,41,47,61,NULL,NULL
13972,,96,89,77,NULL,NULL
13973,R,56,54,52,NULL,NULL
13982,R,10,18,35,NULL,NULL
13983,,34,38,47,NULL,NULL
13990,R,71,71,72,NULL,NULL
13991,R,5,12,27,NULL,NULL
13996,PG-13,48,51,58,NULL,NULL
14001,R,20,30,51,NULL,NULL
14012,PG,54,63,82,NULL,NULL
14013,R,41,52,74,NULL,NULL
14022,R,82,80,77,NULL,NULL
14024,PG,15,33,71,NULL,NULL
14033,PG-13,4,11,26,NULL,NULL
14034,PG-13,10,18,35,NULL,NULL
14043,PG,73,68,60,NULL,NULL
14047,PG-13,80,82,86,NULL,NULL
14063,R,44,40,33,NULL,NULL
14064,,98,91,78,NULL,NULL
14065,,70,58,36,NULL,NULL
14098,R,68,68,69,NULL,NULL
