MOVIE_ID,MOVIE_TITLE,RELEASE_YEAR,RELEASE_DATE
9054,"Gone Fishin'",1997,1997-05-30
9057,"Terminal Velocity",1994,1994-09-23
9059,"Tales from the Crypt: Demon Knight",1995,1995-01-13
9064,"Hellbound: Hellraiser II",1988,1988-12-23
9067,"Tank Girl",1995,1995-03-31
9070,"Mighty Morphin Power Rangers: The Movie",1995,1995-06-30
9071,"Living in Oblivion",1995,1995-07-21
9072,"Little Man",2006,2006-08-31
9073,"Free Willy 2: The Adventure Home",1995,1995-07-19
9074,"The Man",2005,2005-09-08
9075,"Black Book",2006,2006-09-14
9079,"Dying Young",1991,1991-06-20
9080,"Spies Like Us",1985,1985-12-06
9085,"Harlem Nights",1989,1989-11-17
9086,"Young Guns II",1990,1990-08-01
9087,"The American President",1995,1995-11-17
9091,"Sudden Death",1995,1995-10-27
9093,"The Four Feathers",2002,2002-09-08
9095,"Mary Reilly",1996,1996-02-23
9096,"Medicine Man",1992,1992-02-07
9099,"Sgt. Bilko",1996,1996-03-29
9100,"The Craft",1996,1996-05-03
9102,Screamers,1995,1995-09-08
9103,"The Quest",1996,1996-04-19
9208,"Broken Arrow",1996,1996-02-09
9255,"Hot Shots! Part Deux",1993,1993-05-21
9257,S.W.A.T.,2003,2003-08-08
9261,"The Wedding Banquet",1993,1993-03-01
9263,"Now and Then",1995,1995-10-20
9264,"Poison Ivy",1992,1992-05-08
9266,"Blue Crush",2002,2002-08-08
9268,Eraser,1996,1996-06-21
9270,Brick,2006,2006-03-31
9271,Virtuosity,1995,1995-08-04
9272,"The Good Son",1993,1993-09-24
9273,"Ace Ventura: When Nature Calls",1995,1995-11-10
9275,"Death to Smoochy",2002,2002-03-28
9276,"The Faculty",1998,1998-12-25
9278,Freejack,1992,1992-01-17
9279,"Jingle All the Way",1996,1996-11-21
9280,"Femme Fatale",2002,2002-04-30
9281,Witness,1985,1985-02-08
9285,"Road Trip",2000,2000-05-19
9286,"Final Destination 3",2006,2006-02-09
9290,"Crocodile Dundee in Los Angeles",2001,2001-04-12
9291,"The Longest Yard",2005,2005-05-27
9292,"Hudson Hawk",1991,1991-05-23
9293,"John Tucker Must Die",2006,2006-07-27
9294,Phenomenon,1996,1996-07-05
9296,S1m0ne,2002,2002-08-23
9297,"Monster House",2006,2006-06-30
9298,"Ali G Indahouse",2002,2002-03-21
9300,Orlando,1992,1992-12-11
9303,Bound,1996,1996-09-13
9304,Multiplicity,1996,1996-07-19
9306,"The Island of Dr. Moreau",1996,1996-08-23
9310,"American Dreamz",2006,2006-03-04
9311,"Smilla's Sense of Snow",1997,1997-02-28
9312,"Mortal Kombat",1995,1995-08-18
9313,"The Man in the Iron Mask",1998,1998-03-12
9315,Flightplan,2005,2005-09-22
9316,"Ong Bak: Muay Thai Warrior",2003,2003-01-21
9319,"The Last Boy Scout",1991,1991-03-19
9320,"The Avengers",1998,1998-08-13
9322,"La Femme Nikita",1990,1990-02-21
9323,"Ghost in the Shell",1995,1995-11-18
9326,"Romancing the Stone",1984,1984-03-30
9327,"The Nutty Professor",1996,1996-06-28
9331,"Clear and Present Danger",1994,1994-08-03
9333,"Last Man Standing",1996,1996-09-20
9334,"The Scorpion King",2002,2002-04-18
9335,"Transporter 2",2005,2005-08-03
9336,"Police Academy",1984,1984-03-22
9339,Click,2006,2006-06-23
9340,"The Goonies",1985,1985-06-07
9341,"The Core",2003,2003-03-28
9342,"The Mask of Zorro",1998,1998-07-16
9344,Kids,1995,1995-07-28
9346,"Risky Business",1983,1983-08-05
9348,Species,1995,1995-07-07
9350,Cliffhanger,1993,1993-05-28
9352,EuroTrip,2004,2004-02-20
9353,"Nacho Libre",2006,2006-06-16
9354,"Honey, I Shrunk the Kids",1989,1989-06-23
9355,"Mad Max Beyond Thunderdome",1985,1985-06-29
9357,"One Hour Photo",2002,2002-08-21
9358,"Final Destination 2",2003,2003-01-31
9359,Maverick,1994,1994-05-20
9360,Anaconda,1997,1997-04-11
9361,"The Last of the Mohicans",1992,1992-08-26
9362,Tremors,1990,1990-01-19
9364,"Wuthering Heights",2011,2011-09-09
9366,"Donnie Brasco",1997,1997-02-27
9367,"El Mariachi",1992,1992-09-04
9372,"Super Size Me",2004,2004-01-17
9373,"The Texas Chainsaw Massacre",2003,2003-05-21
9374,"Death Becomes Her",1992,1992-07-30
9377,"Ferris Bueller's Day Off",1986,1986-06-11
9378,"Thir13en Ghosts",2001,2001-10-26
9381,"Babylon A.D.",2008,2008-08-20
9382,"Boys on the Side",1995,1995-02-03
9383,"Hollow Man",2000,2000-08-04
9384,"Starsky & Hutch",2004,2004-03-05
9386,"In the Line of Fire",1993,1993-07-08
9387,"Conan the Barbarian",1982,1982-04-02
9388,"Thank You for Smoking",2005,2005-09-09
9389,Renaissance,2006,2006-03-16
9390,"Jerry Maguire",1996,1996-12-13
9392,"The Descent",2005,2005-07-08
9393,"Before the Fall",2004,2004-07-04
9395,"Above the Law",1988,1988-04-08
9396,"Crocodile Dundee II",1988,1988-05-19
9397,Evolution,2001,2001-06-08
9398,Zoolander,2001,2001-09-28
9399,Lionheart,1990,1990-06-07
9400,"Set It Off",1996,1996-11-06
9403,"Private Parts",1997,1997-03-07
9405,"Double Team",1997,1997-04-04
9406,"An American Werewolf in Paris",1997,1997-05-29
9407,"Red Corner",1997,1997-10-30
9408,"Surf's Up",2007,2007-06-08
9409,"Another Stakeout",1993,1993-07-22
9410,"Great Expectations",1998,1998-01-30
9411,Fallen,1998,1998-01-16
9413,"Picture Perfect",1997,1997-08-01
9414,"The Man Who Knew Too Little",1997,1997-11-14
9415,"Murder at 1600",1997,1997-04-18
9421,"The Dinner Game",1998,1998-04-15
9422,"A Civil Action",1998,1998-12-25
9423,Virus,1999,1999-01-14
9424,"Disturbing Behavior",1998,1998-07-24
9425,Soldier,1998,1998-10-23
9426,"The Fly",1986,1986-08-15
9427,"The Full Monty",1997,1997-08-13
9428,"The Royal Tenenbaums",2001,2001-10-05
9429,"A Night at the Roxbury",1998,1998-10-01
9430,Go,1999,1999-04-09
9431,"Bordello of Blood",1996,1996-08-16
9434,"Grosse Pointe Blank",1997,1997-04-11
9437,"Kiss the Girls",1997,1997-09-29
9438,"Mr. Magoo",1997,1997-12-25
9440,"Primary Colors",1998,1998-03-20
9441,Stepmom,1998,1998-12-25
9442,"Dead Men Don't Wear Plaid",1982,1982-05-21
9443,"Chariots of Fire",1981,1981-05-15
9444,Anastasia,1997,1997-11-20
9445,"Apt Pupil",1998,1998-10-23
9446,"Jungle 2 Jungle",1997,1997-03-04
9447,"Babe: Pig in the City",1998,1998-11-25
9448,"The Big Hit",1998,1998-04-24
9451,Election,1999,1999-04-23
9452,Bulworth,1998,1998-05-15
9453,Caligula,1979,1979-08-14
9454,EverAfter,1998,1998-07-31
9455,"The Corruptor",1999,1999-03-12
9457,"Deep Rising",1998,1998-01-30
9458,"Desperate Measures",1998,1998-01-30
9464,"Buffalo '66",1998,1998-01-20
9465,"Cookie's Fortune",1999,1999-03-24
9469,"He Got Game",1998,1998-05-01
9470,"Kung Fu Hustle",2004,2004-02-10
9471,"Charlie's Angels: Full Throttle",2003,2003-06-27
9472,"DodgeBall: A True Underdog Story",2004,2004-06-18
9473,"South Park: Bigger, Longer & Uncut",1999,1999-06-30
9475,"Scent of a Woman",1992,1992-12-23
9476,"A Knight's Tale",2001,2001-05-11
9477,"King Arthur",2004,2004-07-07
9479,"The Nightmare Before Christmas",1993,1993-10-09
9480,Daredevil,2003,2003-02-14
9481,"The Bone Collector",1999,1999-11-04
9482,"Judge Dredd",1995,1995-06-30
9486,"Johnny English",2003,2003-03-14
9487,"A Bug's Life",1998,1998-11-25
9488,"Spy Kids 2: The Island of Lost Dreams",2002,2002-08-07
9489,"You've Got Mail",1998,1998-12-17
9490,"Half Baked",1998,1998-01-16
9493,Twins,1988,1988-12-08
9494,"Look Who's Talking",1989,1989-10-12
9495,"The Crow",1994,1994-05-11
9502,"Kung Fu Panda",2008,2008-06-04
9504,"Glengarry Glen Ross",1992,1992-09-15
9506,"Anger Management",2003,2003-04-11
9507,Runaway,1984,1984-12-14
9509,"Man on Fire",2004,2004-04-23
9510,"1½ Knights - In Search of the Ravishing Princess Herzelinde",2008,2008-12-17
9513,"Garfield: A Tail of Two Kitties",2006,2006-06-15
9515,"The Matador",2005,2005-05-12
9516,"Menace II Society",1993,1993-05-26
9522,"Wedding Crashers",2005,2005-07-13
9529,Candyman,1992,1992-10-16
9530,RV,2006,2006-04-28
9531,"Superman III",1983,1983-06-17
9532,"Final Destination",2000,2000-03-17
9533,"Red Dragon",2002,2002-10-02
9535,"Analyze This",1999,1999-03-05
9536,Bio-Dome,1996,1996-01-12
9538,Scanners,1981,1981-01-14
9539,Martyrs,2008,2008-09-03
9540,"Dead Ringers",1988,1988-09-23
9541,"Jersey Girl",2004,2004-03-25
9542,"The Hitcher",1986,1986-01-17
9543,"Prince of Persia: The Sands of Time",2010,2010-05-19
9544,FearDotCom,2002,2002-08-09
9548,"The Adventures of Ford Fairlane",1990,1990-07-11
9549,"The Right Stuff",1983,1983-10-20
9550,"House of Flying Daggers",2004,2004-05-19
9556,Darkman,1990,1990-08-24
9557,"Boat Trip",2002,2002-10-01
9559,"A Perfect World",1993,1993-11-24
9560,"A Walk in the Clouds",1995,1995-08-11
9562,Timeline,2003,2003-11-26
9563,"Any Given Sunday",1999,1999-12-22
9566,"The Fan",1996,1996-08-15
9567,"Tears of the Sun",2003,2003-03-07
9569,"Hard to Kill",1990,1990-02-09
9570,"The Black Hole",1979,1979-12-18
9571,"Dazed and Confused",1993,1993-09-24
9573,"Blood Work",2002,2002-08-09
9574,Flubber,1997,1997-11-26
9576,Tootsie,1982,1982-12-17
9582,"A Guy Thing",2003,2003-01-17
9583,"Divine Secrets of the Ya-Ya Sisterhood",2002,2002-06-07
9584,Convoy,1978,1978-06-27
9586,"The Bonfire of the Vanities",1990,1990-12-21
9587,"Little Women",1994,1994-12-21
9591,"That Thing You Do!",1996,1996-10-04
9593,"Last Action Hero",1993,1993-06-18
9594,"Double Impact",1991,1991-07-31
9595,"Hot Shots!",1991,1991-07-31
9598,Babe,1995,1995-07-18
9599,"The Blob",1988,1988-08-05
9600,"Big Momma's House",2000,2000-05-31
9602,"Coming to America",1988,1988-06-29
9603,Clueless,1995,1995-07-19
9604,"Red Heat",1988,1988-06-17
9605,"Single White Female",1992,1992-08-14
9606,Metropolis,2001,2001-05-26
9607,"Super Mario Bros.",1993,1993-05-28
9610,"Conan the Destroyer",1984,1984-06-29
9611,"Romy and Michele's High School Reunion",1997,1997-04-25
9612,Coneheads,1993,1993-07-23
9614,"Happy Gilmore",1996,1996-02-16
9615,"The Fast and the Furious: Tokyo Drift",2006,2006-06-03
9616,"The Order",2003,2003-09-05
9618,"Tango & Cash",1989,1989-12-22
9619,"Dante's Peak",1997,1997-02-07
9620,Paycheck,2003,2003-12-25
9621,Elizabethtown,2005,2005-10-14
9623,"The Juror",1996,1996-02-02
9624,"On Deadly Ground",1994,1994-02-18
9625,"The Glimmer Man",1996,1996-10-04
9626,"Red Sonja",1985,1985-04-09
9631,"The Negotiator",1998,1998-07-29
9637,Scooby-Doo,2002,2002-06-14
9638,Phantasm,1979,1979-03-28
9641,"Cheaper by the Dozen 2",2005,2005-12-21
9645,"Ghost Ship",2002,2002-10-25
9647,Scrooged,1988,1988-11-22
9651,Supergirl,1984,1984-07-01
9654,"The Italian Job",2003,2003-05-30
9655,"She's the Man",2006,2006-03-17
9656,"Black Christmas",2006,2006-12-15
9659,"Mad Max",1979,1979-04-12
9662,"The Triplets of Belleville",2003,2003-06-11
9663,Starman,1984,1984-12-13
9664,Flyboys,2006,2006-09-22
9665,Glory,1989,1989-12-15
9666,"Ju-on: The Grudge 2",2003,2003-08-15
9667,"The Jacket",2005,2005-03-04
9669,"Ring 2",1999,1999-01-23
9671,"Crocodile Dundee",1986,1986-09-26
9672,Infamous,2006,2006-09-11
9674,"Ring 0",2000,2000-01-22
9675,Sideways,2004,2004-10-22
9676,"The Black Dahlia",2006,2006-09-15
9678,"Little Nicky",2000,2000-11-10
9679,"Gone in Sixty Seconds",2000,2000-06-09
9682,Pulse,2006,2006-08-11
9685,"Igby Goes Down",2002,2002-09-13
9686,"New York Stories",1989,1989-03-10
9687,"Keeping Mum",2005,2005-12-02
9691,Assassins,1995,1995-10-06
9693,"Children of Men",2006,2006-09-22
9694,"One Missed Call",2003,2003-11-03
9696,"Ichi the Killer",2001,2001-12-22
9697,"Lady in the Water",2006,2006-07-20
9700,"The Lost City",2005,2005-09-03
9701,"North Country",2005,2005-02-12
9703,"The Last Legion",2007,2007-04-19
9705,Swordfish,2001,2001-06-07
9706,"The Spiral",1998,1998-01-31
9708,"The Wicker Man",2006,2006-08-31
9713,"Holy Man",1998,1998-10-08
9714,"Home Alone 3",1997,1997-12-12
9715,"Hope Floats",1998,1998-05-29
9718,"Talladega Nights: The Ballad of Ricky Bobby",2006,2006-08-04
9722,Bewitched,2005,2005-06-21
9725,"Friday the 13th Part 2",1981,1981-05-01
9726,"A Good Year",2006,2006-09-09
9727,"End Game",2006,2006-03-22
9728,"Friday the 13th Part III",1982,1982-08-13
9730,"Friday the 13th: The Final Chapter",1984,1984-04-13
9731,"Friday the 13th: A New Beginning",1985,1985-03-22
9737,"Bad Boys",1995,1995-04-07
9738,"Fantastic Four",2005,2005-06-29
9739,"Demolition Man",1993,1993-10-08
9740,Hannibal,2001,2001-02-08
9741,Unbreakable,2000,2000-11-22
9746,Kundun,1997,1997-12-25
9749,Fletch,1985,1985-05-31
9754,Firewall,2006,2006-02-08
9757,Norbit,2007,2007-02-08
9759,Cellular,2004,2004-09-06
9760,"Epic Movie",2007,2007-01-25
9762,"Step Up",2006,2006-08-11
9763,Goal!,2005,2005-09-29
9766,"Gridiron Gang",2006,2006-09-15
9767,"The Break-Up",2006,2006-06-01
9768,Cry-Baby,1990,1990-04-05
9769,Lolita,1997,1997-09-27
9770,"Mad City",1997,1997-11-07
9771,"Major League: Back to the Minors",1998,1998-04-17
9772,"Air Force One",1997,1997-07-25
9776,"Head of State",2003,2003-03-28
9777,Proof,2005,2005-09-05
9778,Serendipity,2001,2001-10-05
9779,"The Sisterhood of the Traveling Pants",2005,2005-06-01
9781,"Detroit Rock City",1999,1999-08-13
9785,"The Invisible",2007,2007-04-27
9787,"Lords of Dogtown",2005,2005-06-03
9788,Accepted,2006,2006-08-18
9789,"My Brother Is an Only Child",2007,2007-03-28
9791,"Animal Factory",2000,2000-10-13
9792,"The Hills Have Eyes",2006,2006-03-10
9793,"The Hills Have Eyes 2",2007,2007-03-22
9794,"Employee of the Month",2006,2006-10-06
9798,"Enemy of the State",1998,1998-11-20
9799,"The Fast and the Furious",2001,2001-06-22
9800,Philadelphia,1993,1993-12-22
9801,"Bridget Jones: The Edge of Reason",2004,2004-11-10
9802,"The Rock",1996,1996-06-07
9804,Waterworld,1995,1995-07-28
9805,"(T)Raumschiff Surprise - Periode 1",2004,2004-07-14
9806,"The Incredibles",2004,2004-10-27
9809,"Let's Go to Prison",2006,2006-11-17
9813,"The Quiet",2005,2005-09-12
9815,"Goal! II: Living the Dream",2007,2007-02-09
9816,"Save the Last Dance",2001,2001-01-12
9819,"Marvin's Room",1996,1996-12-18
9820,"The Parent Trap",1998,1998-07-28
9823,"Mortal Kombat: Annihilation",1997,1997-11-11
9824,"Mystery Men",1999,1999-08-06
9825,"Lake Placid",1999,1999-07-15
9826,"The Phantom",1996,1996-06-06
9828,Unknown,2006,2006-11-03
9829,"United 93",2006,2006-04-28
9833,"The Phantom of the Opera",2004,2004-12-08
9835,"Jane Austen's Mafia!",1998,1998-07-24
9836,"Happy Feet",2006,2006-11-16
9837,"The Prince of Egypt",1998,1998-12-16
9838,"King Solomon's Mines",1985,1985-11-22
9842,"School for Scoundrels",2006,2006-09-29
9844,"The Opposite of Sex",1998,1998-05-22
9845,"Dance with the Devil",1997,1997-10-31
9849,"My Favorite Martian",1999,1999-02-11
9869,"Patriot Games",1992,1992-06-04
9870,"Forgetting Sarah Marshall",2008,2008-04-17
9872,Explorers,1985,1985-07-12
9873,F/X,1986,1986-02-07
9874,Cobra,1986,1986-03-21
9877,"Urban Legend",1998,1998-09-25
9879,Striptease,1996,1996-06-28
9880,"The Princess Diaries",2001,2001-08-03
9882,"The Siege",1998,1998-11-06
9884,"Collateral Damage",2002,2002-02-06
9885,"Wolf Creek",2005,2005-09-16
9886,"Johnny Mnemonic",1995,1995-05-26
9889,"Shallow Hal",2001,2001-11-01
9890,"The Stepford Wives",2004,2004-06-10
9893,Sleepover,2004,2004-07-09
9894,"The Cable Guy",1996,1996-06-10
9895,"Man of the Year",2006,2006-10-09
9896,"Rat Race",2001,2001-08-17
9899,"The Producers",2005,2005-12-25
9900,"Grandma's Boy",2006,2006-01-06
9902,"Wrong Turn",2003,2003-05-30
9903,"The Hoax",2006,2006-10-14
9904,"The Wild",2006,2006-03-06
9906,"The Ant Bully",2006,2006-07-28
9907,Barnyard,2006,2006-08-04
9909,"Dangerous Minds",1995,1995-08-11
9910,"Two for the Money",2005,2005-10-07
9913,"The Skeleton Key",2005,2005-07-29
9919,"How to Lose a Guy in 10 Days",2003,2003-02-07
9920,Ultraviolet,2006,2006-03-03
9922,"The Postman",1997,1997-12-25
9923,Domino,2005,2005-10-14
9928,Robots,2005,2005-03-10
9930,"Legal Eagles",1986,1986-06-18
9932,"Analyze That",2002,2002-12-06
9941,"Down and Out in Beverly Hills",1986,1986-01-31
9942,"Major League",1989,1989-02-16
9944,"The Pelican Brief",1993,1993-09-17
9945,Vampires,1998,1998-10-30
9946,"End of Days",1999,1999-11-24
9947,Elektra,2005,2005-01-13
9950,"Find Me Guilty",2006,2006-03-16
9952,"Rescue Dawn",2006,2006-09-09
9954,"The Covenant",2006,2006-09-08
9955,"Blades of Glory",2007,2007-03-30
9958,"Trailer Park Boys: The Movie",2006,2006-10-06
9959,Freedomland,2006,2006-02-17
9962,"The Good Girl",2002,2002-01-12
9963,Premonition,2007,2007-02-08
9966,"The Messengers",2007,2007-02-02
9967,"Uncommon Valor",1983,1983-12-16
9968,"The Big White",2005,2005-10-27
9969,"Deck the Halls",2006,2006-11-22
9972,"Lock Up",1989,1989-08-04
9975,"Curious George",2006,2006-02-10
9978,Stormbreaker,2006,2006-07-21
9980,"Maximum Overdrive",1986,1986-07-25
9981,"Kicking & Screaming",2005,2005-05-13
9982,"Chicken Little",2005,2005-11-04
9986,"Charlotte's Web",2006,2006-12-07
9988,Beerfest,2006,2006-08-25
9989,Antitrust,2001,2001-01-11
9992,"Arthur and the Invisibles",2006,2006-12-13
9994,"The Great Mouse Detective",1986,1986-07-02
9997,Gabriel,2007,2007-11-15
10003,"The Saint",1997,1997-04-03
10007,"See No Evil",2006,2006-05-19
10008,"An American Haunting",2005,2005-05-05
10009,"Brother Bear",2003,2003-10-23
10012,Cursed,2005,2005-02-25
10013,"Peggy Sue Got Married",1986,1986-10-10
10014,"A Nightmare on Elm Street Part 2: Freddy's Revenge",1985,1985-11-01
10015,"Heartbreak Ridge",1986,1986-12-05
10016,"Ghosts of Mars",2001,2001-08-24
10017,"The Wraith",1986,1986-11-21
10019,Mannequin,1987,1987-02-13
10020,"Beauty and the Beast",1991,1991-10-22
10021,"The Secret of My Success",1987,1987-04-10
10022,"The Pacifier",2005,2005-03-04
10023,Dragnet,1987,1987-06-23
10024,"My Sister's Keeper",2009,2009-06-26
10025,"Just My Luck",2006,2006-05-12
10027,Unleashed,2005,2005-02-02
10028,Honey,2003,2003-11-24
10029,"Very Bad Things",1998,1998-09-11
10030,"Good Luck Chuck",2007,2007-09-21
10045,"District B13",2004,2004-11-09
10047,"The Messenger: The Story of Joan of Arc",1999,1999-10-27
10048,Stealth,2005,2005-07-27
10052,Dragonfly,2002,2002-02-22
10053,"When a Stranger Calls",2006,2006-02-03
10054,"Spy Kids",2001,2001-03-18
10057,"The Three Musketeers",1993,1993-11-11
10060,"Get Rich or Die Tryin'",2005,2005-11-09
10061,"Escape from L.A.",1996,1996-08-09
10064,Edison,2005,2005-07-29
10065,"The Amityville Horror",2005,2005-04-14
10066,"House of Wax",2005,2005-04-30
10067,"The Shaggy Dog",2006,2006-03-09
10068,"Nine 1/2 Weeks",1986,1986-02-09
10069,"Stay Alive",2006,2006-03-24
10070,Feast,2005,2005-10-14
10072,"A Nightmare on Elm Street 3: Dream Warriors",1987,1987-02-27
10073,"Date Movie",2006,2006-02-17
10075,"Blood and Chocolate",2007,2007-01-26
10077,"A Sound of Thunder",2005,2005-05-15
10081,"The Principal",1987,1987-09-18
10083,"No Way Out",1987,1987-08-14
10086,"Man Bites Dog",1992,1992-11-04
10090,"Reno 911!: Miami",2007,2007-02-23
10092,Cry_Wolf,2005,2005-09-16
10093,"The Return",2006,2006-11-10
10096,"13 Going on 30",2004,2004-04-13
10105,"Saints and Soldiers",2003,2003-09-11
10110,"Empire of the Sun",1987,1987-12-09
10117,"Action Jackson",1988,1988-02-12
10122,"Flight of the Navigator",1986,1986-07-30
10126,Colors,1988,1988-04-15
10127,"Critters 2",1988,1988-04-29
10128,"Alien Nation",1988,1988-10-07
10131,"A Nightmare on Elm Street 4: The Dream Master",1988,1988-08-19
10132,"Talk Radio",1988,1988-12-21
10133,Cypher,2002,2002-10-01
10134,Cyborg,1989,1989-04-07
10135,"Road House",1989,1989-05-19
10136,"The Golden Child",1986,1986-12-12
10137,"Stuart Little",1999,1999-12-17
10138,"Iron Man 2",2010,2010-04-28
10139,Milk,2008,2008-11-05
10140,"The Chronicles of Narnia: The Voyage of the Dawn Treader",2010,2010-12-02
10142,"Casualties of War",1989,1989-08-18
10144,"The Little Mermaid",1989,1989-11-17
10145,"The Forgotten",2004,2004-09-24
10147,"Bad Santa",2003,2003-11-26
10149,Smoke,1995,1995-06-09
10152,"Dumb and Dumberer: When Harry Met Lloyd",2003,2003-04-14
10153,Sphere,1998,1998-02-13
10154,"Mickey Blue Eyes",1999,1999-08-16
10155,"U Turn",1997,1997-10-03
10156,"History of the World: Part I",1981,1981-06-12
10157,"Police Academy 2: Their First Assignment",1985,1985-03-28
10158,"White Men Can't Jump",1992,1992-03-27
10159,"The Rundown",2003,2003-09-26
10160,"A Nightmare on Elm Street: The Dream Child",1989,1989-08-11
10161,"My Left Foot: The Story of Christy Brown",1989,1989-04-07
10162,"Waking Ned",1998,1998-09-15
10163,"The Lawnmower Man",1992,1992-03-05
10167,"Half Past Dead",2002,2002-11-15
10169,"Men at Work",1990,1990-08-24
10170,"The Russia House",1990,1990-12-21
10173,"Marked for Death",1990,1990-10-05
10179,"The Ice Pirates",1984,1984-03-16
10183,"Frozen River",2008,2008-03-26
10184,"He's Just Not That Into You",2009,2009-02-06
10185,"The Midnight Meat Train",2008,2008-08-07
10186,"The Rocker",2008,2008-08-20
10187,"Swing Vote",2008,2008-08-01
10188,"The Sisterhood of the Traveling Pants 2",2008,2008-08-06
10189,"Pineapple Express",2008,2008-08-06
10191,"How to Train Your Dragon",2010,2010-03-18
10192,"Shrek Forever After",2010,2010-05-16
10193,"Toy Story 3",2010,2010-06-16
10195,Thor,2011,2011-04-21
10196,"The Last Airbender",2010,2010-06-30
10197,Nine,2009,2009-12-03
10198,"The Princess and the Frog",2009,2009-12-08
10199,"The Tale of Despereaux",2008,2008-12-18
10200,"The Day the Earth Stood Still",2008,2008-12-10
10201,"Yes Man",2008,2008-12-09
10202,"Bedtime Stories",2008,2008-12-24
10204,"Around the World in 80 Days",2004,2004-06-16
10206,"Buffy the Vampire Slayer",1992,1992-07-24
10207,"Message in a Bottle",1999,1999-02-22
10208,"Muppets from Space",1999,1999-07-14
10209,"Hideous Kinky",1998,1998-11-17
10210,"A Midsummer Night's Dream",1999,1999-05-14
10213,"From Dusk Till Dawn 3: The Hangman's Daughter",2000,2000-01-18
10215,"Sliding Doors",1998,1998-04-23
10216,"Species II",1998,1998-04-10
10217,"The Sweet Hereafter",1997,1997-09-25
10218,Swingers,1996,1996-10-18
10220,Rounders,1998,1998-09-11
10222,Kickboxer,1989,1989-04-20
10223,"A Simple Plan",1998,1998-12-11
10225,"Friday the 13th Part VI: Jason Lives",1986,1986-08-01
10228,"Pokémon: The First Movie",1998,1998-07-18
10229,"A Walk to Remember",2002,2002-01-25
10246,Porky's,1981,1981-11-13
10249,"The Rocketeer",1991,1991-06-21
10253,"Dragon Wars: D-War",2007,2007-08-01
10263,Tamara,2005,2005-05-12
10269,Yentl,1983,1983-11-18
10276,"What About Bob?",1991,1991-05-17
10279,"Summer of Sam",1999,1999-07-02
10281,"Friday the 13th Part VII: The New Blood",1988,1988-05-13
10283,"Friday the 13th Part VIII: Jason Takes Manhattan",1989,1989-07-28
10285,"Jason Goes to Hell: The Final Friday",1993,1993-08-13
10288,Fido,2006,2006-09-07
10294,Vacancy,2007,2007-04-20
10303,"The Jewel of the Nile",1985,1985-08-01
10306,"Poltergeist III",1988,1988-06-10
10307,Stigmata,1999,1999-09-10
10312,"Patch Adams",1998,1998-12-25
10313,"The Men Who Stare at Goats",2009,2009-10-17
10314,"She's All That",1999,1999-01-29
10315,"Fantastic Mr. Fox",2009,2009-10-23
10316,"The Ides of March",2011,2011-09-24
10317,"Our Brand Is Crisis",2015,2015-09-11
10320,"The Ring Two",2005,2005-03-17
10323,"Clash of the Titans",1981,1981-06-12
10324,"If Lucy Fell",1996,1996-03-08
10327,"Legally Blonde 2: Red, White & Blonde",2003,2003-07-02
10328,Cocoon,1985,1985-06-21
10329,Congo,1995,1995-06-09
10330,"Freaky Friday",2003,2003-08-05
10333,"The Prince of Tides",1991,1991-12-25
10336,Spawn,1997,1997-07-31
10337,Bugsy,1991,1991-12-10
10342,"Teaching Mrs. Tingle",1999,1999-08-11
10345,K-9,1989,1989-04-28
10349,"The Dark Half",1993,1993-04-23
10351,Wishmaster,1997,1997-09-19
10353,"The Visitors II: The Corridors of Time",1998,1998-02-11
10354,"True Crime",1999,1999-03-19
10357,Volcano,1997,1997-04-25
10358,"Zack and Miri Make a Porno",2008,2008-09-18
10362,"Two Lovers",2008,2008-11-19
10366,"Universal Soldier: The Return",1999,1999-08-05
10368,"Tea with Mussolini",1999,1999-03-25
10371,"For Richer or Poorer",1997,1997-12-11
10375,D-Tox,2002,2002-01-04
10376,"The Legend of 1900",1998,1998-10-28
10377,"My Cousin Vinny",1992,1992-03-13
10379,"Drop Dead Fred",1991,1991-04-19
10383,"Lost Souls",2000,2000-10-13
10384,Supernova,2000,2000-01-14
10385,"Hanging Up",2000,2000-02-16
10386,"The Iron Giant",1999,1999-08-06
10388,"The Limey",1999,1999-05-15
10389,"The Eye",2002,2002-05-09
10390,"For Love of the Game",1999,1999-09-17
10393,"The Replacements",2000,2000-08-11
10395,Wolf,1994,1994-06-17
10396,"Tequila Sunrise",1988,1988-12-02
10397,"Angela's Ashes",1999,1999-12-25
10398,"Double Jeopardy",1999,1999-09-24
10400,"The Hurricane",1999,1999-09-17
10402,"Deuce Bigalow: Male Gigolo",1999,1999-12-10
10403,"The Player",1992,1992-04-03
10406,"Encino Man",1992,1992-05-22
10407,Housesitter,1992,1992-06-12
10409,"Strictly Ballroom",1992,1992-08-20
10411,"The Distinguished Gentleman",1992,1992-12-04
10413,"Nowhere to Run",1993,1993-01-15
10414,"The Mighty Ducks",1992,1992-10-02
10423,"Dragon: The Bruce Lee Story",1993,1993-05-07
10424,"Jennifer Eight",1992,1992-11-06
10425,"The Death and Life of Bobby Z",2007,2007-07-23
10426,"Friday After Next",2002,2002-11-22
10427,"Red Rock West",1993,1993-05-14
10428,Hackers,1995,1995-09-14
10431,War,2007,2007-08-24
10433,"Mad Dog and Glory",1993,1993-03-05
10435,Chaplin,1992,1992-12-17
